name,type,ra_deg,dec_deg,major_arcmin,minor_arcmin,pa_deg,mag,messier,common_name_zh,constellation,mag_band,common_name_en,is_addendum
IC0016,G,7.031875,-13.093917,0.58,0.32,62,15.15,,,Cet,B,,0
IC0017,G,7.124083,2.648611,0.67,0.54,102,14.77,,,Cet,B,,0
IC0018,G,7.145667,-11.586694,1.08,0.41,29,15.03,,,Cet,B,,0
IC0019,G,7.1645,-11.640778,0.79,0.67,30,15.15,,,Cet,B,,0
IC0020,G,7.165333,-13.010306,0.91,0.77,18,14.88,,,Cet,B,,0
IC0021,G,7.293458,-0.163778,0.49,0.45,6,15.54,,,Cet,B,,0
IC0022,G,7.388208,-9.08075,0.81,0.44,45,14.73,,,Cet,B,,0
IC0023,G,7.711667,-12.72025,0.85,0.77,20,15.05,,,Cet,B,,0
IC0024,**,7.819292,30.839306,,,,,,,And,,,0
IC0025,G,7.800375,-0.407361,0.86,0.44,34,15.29,,,Cet,B,,0
IC0026,Dup,7.941417,-13.337472,,,,,,,Cet,,,0
IC0027,G,8.276,-13.3715,0.58,0.34,148,15.82,,,Cet,B,,0
IC0028,G,8.286333,-13.456278,0.3,0.22,85,15.56,,,Cet,B,,0
IC0029,G,8.545,-2.177639,0.66,0.49,160,15.79,,,Cet,B,,0
IC0030,G,8.561333,-2.084583,0.69,0.39,23,15.17,,,Cet,B,,0
IC0031,G,8.602625,12.268167,1.16,0.23,90,15.62,,,Psc,B,,0
IC0032,G,8.757042,-2.141694,0.62,0.39,1,16.15,,,Cet,B,,0
IC0033,G,8.7715,-2.137694,0.78,0.58,123,15.29,,,Cet,B,,0
IC0034,G,8.90175,9.12425,2.81,1.05,156,13.77,,,Psc,B,,0
IC0035,G,9.416167,10.357972,0.9,0.74,18,14.96,,,Psc,B,,0
IC0036,G,9.456875,-15.441278,0.31,0.3,60,15.54,,,Cet,B,,0
IC0037,G,9.642417,-15.358694,0.67,0.38,158,16.23,,,Cet,B,,0
IC0038,G,9.6615,-15.419833,0.77,0.57,65,15.02,,,Cet,B,,0
IC0039,Dup,9.785,-14.172833,,,,,,,Cet,,,0
IC0040,G,9.839167,2.456222,1.05,0.43,14,15.04,,,Cet,B,,0
IC0041,G,9.918208,-14.174333,0.71,0.45,162,15.2,,,Cet,B,,0
IC0042,G,10.274333,-15.428083,0.76,0.53,56,15.38,,,Cet,B,,0
IC0043,G,10.591917,29.641639,1.26,1.15,87,13.25,,,And,V,,0
IC0044,Dup,10.566167,0.8455,,,,,,,Cet,,,0
IC0045,Other,10.651417,29.65525,,,,,,,And,,,0
IC0046,G,10.741542,27.253472,0.8,0.61,82,14.28,,,And,B,,0
IC0047,G,10.729208,-13.740722,0.41,0.24,100,16.09,,,Cet,B,,0
IC0048,G,10.893625,-8.1865,1.12,0.92,172,13.16,,,Cet,V,,0
IC0049,G,10.983875,1.850278,1.28,1.04,77,13.78,,,Cet,V,,0
IC0050,G,11.523792,-9.503,1.02,0.87,169,14.74,,,Cet,B,,0
IC0051,G,11.600917,-13.442361,1.7,1.11,55,13.75,,,Cet,B,,0
IC0052,G,12.099083,4.091861,0.95,0.41,96,15.31,,,Psc,B,,0
IC0053,G,12.669875,10.600278,0.87,0.62,94,15.33,,,Psc,B,,0
IC0054,**,12.695208,-2.287778,,,,,,,Cet,,,0
IC0055,G,12.926625,7.718528,0.55,0.28,175,15.01,,,Psc,B,,0
IC0056,G,12.87475,-12.844306,0.82,0.74,116,15.14,,,Cet,B,,0
IC0057,G,13.702083,11.841194,1.03,0.96,10,15.48,,,Psc,B,,0
IC0058,G,13.760167,-13.678083,0.84,0.5,105,15.51,,,Cet,B,,0
IC0059,RfN,14.369208,61.143667,10,5,,,,,Cas,,,0
IC0060,G,14.017625,-13.357917,1.04,0.76,48,15.75,,,Cet,B,,0
IC0061,G,14.28,7.507083,1.34,1.29,175,15.23,,,Psc,B,,0
IC0062,G,14.683083,11.808,0.76,0.46,25,14.97,,,Psc,B,,0
IC0063,HII,14.870167,60.911694,10,3,,13.33,,,Cas,B,,0
IC0064,G,14.85175,27.059056,1.03,0.65,148,13.96,,,Psc,V,,0
IC0065,G,15.230917,47.681972,2.56,0.73,154,13.6,,,And,B,,0
IC0066,G,15.135417,30.797222,1.23,0.42,124,14.1,,,Psc,V,,0
IC0067,NonEx,15.073583,-6.91075,,,,,,,Cet,,,0
IC0068,NonEx,15.090208,-6.944111,,,,,,,Cet,,,0
IC0069,G,15.348583,31.040833,0.76,0.41,71,14.65,,,Psc,B,,0
IC0070,G,15.266458,0.05075,0.42,0.24,147,16.77,,,Cet,B,,0
IC0071,*,15.33025,-6.767167,,,,,,,Cet,,,0
IC0072,*,15.394625,-6.777944,,,,,,,Cet,,,0
IC0073,G,16.220625,4.767139,0.62,0.48,149,15.38,,,Psc,B,,0
IC0074,G,16.483125,4.09025,0.57,0.46,5,15.59,,,Psc,B,,0
IC0075,G,16.798375,10.836889,0.66,0.51,31,14.98,,,Psc,B,,0
IC0076,G,17.048792,-4.5545,0.81,0.36,116,15.44,,,Cet,B,,0
IC0077,G,17.182292,-15.420917,0.52,0.44,90,15.04,,,Cet,V,,0
IC0078,G,17.19875,-15.845083,1.75,0.75,126,15.24,,,Cet,B,,0
IC0079,G,17.207125,-15.948583,1.24,0.91,158,14.93,,,Cet,B,,0
IC0080,GPair,17.212083,-15.4075,1.2,,,,,,Cet,,,0
IC0080 NED01,G,17.21125,-15.408944,1.5,1.03,83,14.83,,,Cet,B,,0
IC0080 NED02,G,17.213042,-15.406306,1.5,1.06,50,12.9,,,Cet,V,,0
IC0081,G,17.34275,-1.695861,1.17,0.91,145,14.53,,,Cet,B,,0
IC0082,G,17.274125,-16.000306,0.91,0.83,93,14.85,,,Cet,B,,0
IC0083,G,17.624083,1.689361,0.68,0.45,114,15.16,,,Cet,B,,0
IC0084,G,17.856667,1.640194,0.67,0.43,12,15.21,,,Cet,B,,0
IC0085,*,17.956458,-0.452472,,,,,,,Cet,,,0
IC0086,G,18.368833,-16.241667,0.72,0.34,142,15.31,,,Cet,B,,0
IC0087,G,18.565792,0.765333,0.69,0.63,66,15.37,,,Cet,B,,0
IC0088,G,18.630417,0.79175,0.53,0.44,129,18.07,,,Cet,V,,0
IC0089,Dup,19.015042,4.294111,,,,,,,Psc,,,0
IC0090,G,19.126458,-7.977139,1.25,1.12,146,14.85,,,Cet,B,,0
IC0091,G,19.664292,2.553667,0.71,0.26,64,16.48,,,Cet,B,,0
IC0092,Dup,19.952083,32.767778,,,,,,,Psc,,,0
IC0093,G,19.75975,-17.060389,1.21,0.56,171,13.57,,,Cet,V,,0
IC0094,*,20.022875,32.717333,,,,,,,Psc,,,0
IC0095,G,19.8245,-12.574139,0.61,0.5,54,16.2,,,Cet,B,,0
IC0096,G,20.138417,29.61725,0.78,0.3,44,14.65,,,Psc,B,,0
IC0097,Dup,20.008333,14.861056,,,,,,,Psc,,,0
IC0098,G,20.228667,-12.604722,0.68,0.61,55,16.3,,,Cet,B,,0
IC0099,G,20.614,-12.952556,0.58,0.52,54,15.82,,,Cet,B,,0
IC0100,G,20.724833,-4.643028,1.04,0.77,88,14.48,,,Cet,B,,0
IC0101,G,21.035625,9.930528,1.24,0.59,124,15.03,,,Psc,B,,0
IC0102,G,21.109708,9.886556,0.75,0.37,111,15.57,,,Psc,B,,0
IC0103,G,21.151833,2.04425,0.95,0.67,128,15.36,,,Cet,B,,0
IC0104,**,21.14,-1.456722,,,,8.79,,,Cet,B,,0
IC0105,G,21.192708,2.075278,0.58,0.29,47,15.59,,,Cet,B,,0
IC0106,Dup,21.173542,-1.587083,,,,,,,Cet,,,0
IC0107,G,21.35275,14.864611,1.62,1.31,6,14.25,,,Psc,B,,0
IC0108,G,21.162333,-12.635583,1.3,0.36,4,15.48,,,Cet,B,,0
IC0109,G,21.304542,2.066222,0.76,0.57,70,14.87,,,Cet,B,,0
IC0110,Other,21.444167,33.514694,,,,,,,Psc,,,0
IC0111,Other,21.500542,33.497111,,,,,,,Psc,,,0
IC0112,G,21.512583,11.442972,0.72,0.37,127,14.17,,,Psc,B,,0
IC0113,G,21.60625,19.191972,0.35,0.26,160,,,,Psc,,,0
IC0114,G,21.594083,9.909944,1.4,0.56,154,15.62,,,Psc,B,,0
IC0115,G,21.726833,19.214694,0.76,0.76,80,14.03,,,Psc,V,,0
IC0116,G,21.710708,-4.982278,0.87,0.56,125,14.62,,,Cet,B,,0
IC0117,Dup,21.855917,-1.912972,,,,,,,Cet,,,0
IC0118,G,21.900167,-4.997472,0.72,0.55,31,15.81,,,Cet,B,,0
IC0119,G,21.97925,-2.040472,1.19,0.58,77,15.18,,,Cet,B,,0
IC0120,G,22.054,-1.915528,0.92,0.33,138,15.12,,,Cet,B,,0
IC0121,G,22.09075,2.513028,1,0.62,108,14.25,,,Cet,B,,0
IC0122,G,22.055,-14.838889,0.65,0.32,14,15.96,,,Cet,B,,0
IC0123,G,22.214417,2.446444,0.67,0.47,44,15.16,,,Cet,V,,0
IC0124,*,22.287833,-1.937028,,,,14.4,,,Cet,B,,0
IC0125,G,22.326458,-13.279833,0.61,0.59,53,16.18,,,Cet,B,,0
IC0126,G,22.449417,-1.98375,0.89,0.81,30,15.66,,,Cet,B,,0
IC0127,G,22.448375,-6.980056,1.69,0.45,110,9.2,,,Cet,V,,0
IC0128,G,22.849458,-12.624389,0.82,0.61,165,15.35,,,Cet,B,,0
IC0129,G,22.88025,-12.654389,1.23,0.6,63,15.28,,,Cet,B,,0
IC0130,G,22.86975,-15.591611,0.75,0.64,27,15.49,,,Cet,B,,0
IC0131,HII,23.31075,30.75325,0.3,,,12.52,,,Tri,B,,0
IC0132,HII,23.316333,30.945611,0.67,0.55,,14.82,,,Tri,V,,0
IC0133,HII,23.31325,30.888389,0.45,0.45,,18.45,,,Tri,V,,0
IC0134,*,23.354167,30.900667,,,,15.98,,,Tri,V,,0
IC0135,HII,23.564708,30.620083,0.4,,,,,,Tri,,,0
IC0136,*Ass,23.566833,30.562056,,,,11.04,,,Tri,B,,0
IC0137,*Ass,23.412125,30.5225,,,,,,,Tri,,,0
IC0138,G,23.25825,-0.689833,1.12,0.74,23,14.72,,,Cet,B,,0
IC0139,*Ass,23.496833,30.567444,,,,13.1,,,Tri,B,,0
IC0140,*Ass,23.492375,30.550139,,,,,,,Tri,,,0
IC0141,G,23.215458,-14.814611,1.23,0.91,5,14.33,,,Cet,B,,0
IC0142,HII,23.481375,30.757806,0.5,,,14.2,,,Tri,V,,0
IC0143,HII,23.545542,30.776417,0.3,,,11.4,,,Tri,B,,0
IC0144,G,24.420208,-13.314667,0.74,0.67,46,15.74,,,Cet,B,,0
IC0145,G,24.660333,0.7415,0.69,0.5,6,15.4,,,Cet,B,,0
IC0146,Dup,24.665792,-17.831194,,,,,,,Cet,,,0
IC0147,G,24.998958,-14.862639,0.76,0.42,58,15.23,,,Cet,B,,0
IC0148,G,25.612375,13.977028,1.82,0.57,45,13.84,,,Psc,B,,0
IC0149,G,25.60575,-16.300417,1.27,0.41,82,14.4,,,Cet,B,,0
IC0150,G,25.739667,4.200167,0.88,0.5,137,14.86,,,Psc,B,,0
IC0151,Other,25.989458,13.202611,,,,,,,Psc,,,0
IC0152,Other,26.030792,13.035861,,,,,,,Psc,,,0
IC0153,Other,26.150875,12.628944,,,,,,,Psc,,,0
IC0154,G,26.317792,10.649194,1.19,0.23,66,14.83,,,Psc,B,,0
IC0155,Other,26.884708,60.610833,,,,,,,Cas,,,0
IC0156,G,26.371708,10.552722,1.51,1.33,105,14.92,,,Psc,B,,0
IC0157,Other,26.426667,12.873333,,,,,,,Psc,,,0
IC0158,G,26.473,-6.935694,0.7,0.53,140,15.88,,,Cet,B,,0
IC0159,G,26.604375,-8.636611,1.35,0.75,28,14.18,,,Cet,B,,0
IC0160,G,26.623167,-13.247722,1.28,0.86,85,14.88,,,Cet,B,,0
IC0161,G,27.18225,10.507889,0.9,0.54,67,14.27,,,Psc,B,,0
IC0162,G,27.222625,10.521611,1.32,1.28,85,14.46,,,Psc,B,,0
IC0163,G,27.312458,20.711306,1.62,0.73,90,13.26,,,Ari,V,,0
IC0164,G,27.285042,-3.904389,1.58,1.35,167,14.04,,,Cet,B,,0
IC0165,Dup,27.558417,27.645667,,,,,,,Tri,,,0
IC0166,OCl,28.09925,61.852611,7.5,,,11.7,,,Cas,V,,0
IC0167,G,27.785667,21.912806,1.6,0.94,107,13.26,,,Ari,V,,0
IC0168,G,27.615125,-8.522944,1.12,0.39,104,14.85,,,Cet,B,,0
IC0169,G,27.664,-12.679611,0.74,0.51,76,15.79,,,Cet,B,,0
IC0170,G,27.989667,-8.517611,0.78,0.6,92,15.34,,,Cet,B,,0
IC0171,G,28.792542,35.281889,2.26,1.9,107,13.69,,,Tri,B,,0
IC0172,G,28.725958,0.811222,0.48,0.37,95,14.74,,,Cet,B,,0
IC0173,G,28.988125,1.285167,0.92,0.72,90,14.09,,,Cet,V,,0
IC0174,G,29.067,3.761861,1.49,0.99,97,14.52,,,Psc,B,,0
IC0175,G,29.078583,1.332417,0.52,0.46,9,15.7,,,Cet,B,,0
IC0176,G,29.2225,-2.018972,1.78,0.38,94,14.9,,,Cet,B,,0
IC0177,G,29.252417,-0.089861,0.51,0.47,11,15.47,,,Cet,B,,0
IC0178,G,29.728625,36.674694,0.94,0.79,159,13.28,,,And,V,,0
IC0179,G,30.047917,38.021333,1.12,0.9,111,12.56,,,And,V,,0
IC0180,G,30.001708,23.604333,0.83,0.34,150,15.3,,,Ari,B,,0
IC0181,G,30.009708,23.658639,0.57,0.49,55,15.85,,,Ari,B,,0
IC0182,G,29.965875,7.411833,1.06,0.7,36,14.54,,,Psc,B,,0
IC0183,G,29.891875,-5.347139,1.19,0.37,98,14.89,,,Cet,B,,0
IC0184,G,29.963458,-6.840389,1.12,0.59,178,13.89,,,Cet,V,,0
IC0185,G,30.025167,-1.528333,0.79,0.33,82,15.72,,,Cet,B,,0
IC0186,GTrpl,30.102083,-1.551722,1.1,,,,,,Cet,,,0
IC0186 NED03,G,30.105833,-1.550833,0.25,0.2,101,,,,Cet,,,0
IC0186A,G,30.1,-1.552861,1.21,0.76,33,14.87,,,Cet,B,,0
IC0186B,G,30.106042,-1.549806,0.69,0.47,0,15.8,,,Cet,B,,0
IC0187,G,30.378167,26.480972,2.23,0.73,70,13.79,,,Tri,B,,0
IC0188,G,30.44375,26.546889,0.54,0.28,46,14.4,,,Tri,B,,0
IC0189,G,30.470458,23.5515,0.78,0.67,86,14.85,,,Ari,B,,0
IC0190,G,30.530333,23.549833,0.25,0.2,95,15.03,,,Ari,B,,0
IC0191,Dup,30.622208,18.373,,,,,,,Ari,,,0
IC0192,G,30.634958,16.014167,0.95,0.67,148,14.75,,,Ari,B,,0
IC0193,G,30.629083,11.093083,1.36,0.97,154,14.62,,,Ari,B,,0
IC0194,G,30.77175,2.61425,1.85,0.33,14,15.18,,,Psc,B,,0
IC0195,G,30.935875,14.709278,1.46,0.72,135,13.15,,,Ari,V,,0
IC0196,G,30.9575,14.739139,2.47,0.67,9,14.11,,,Ari,B,,0
IC0197,G,31.020542,2.786833,1.01,0.53,54,14.25,,,Psc,B,,0
IC0198,G,31.513,9.295556,1.01,0.56,51,14.81,,,Psc,B,,0
IC0199,G,31.580833,9.227417,1.28,0.56,24,15.33,,,Psc,B,,0
IC0200,G,31.361,31.175333,1.38,1.06,92,12.82,,,Tri,V,,0
IC0201,G,31.813708,9.115056,0.54,0.5,60,16.77,,,Cet,B,,0
IC0202,G,31.869417,9.168306,1.35,0.36,131,15.22,,,Cet,B,,0
IC0203,G,31.873542,9.122639,0.6,0.51,10,16.9,,,Cet,B,,0
IC0204,G,31.862833,-1.430194,0.55,0.36,155,15.82,,,Cet,B,,0
IC0205,G,31.864292,-2.091278,0.92,0.82,40,14.76,,,Cet,B,,0
IC0206,G,32.377833,-6.968389,1.22,0.39,130,14.34,,,Cet,B,,0
IC0207,G,32.413958,-6.922194,1.81,0.45,98,14.53,,,Cet,B,,0
IC0208,G,32.115583,6.394917,1.32,1.13,168,14.73,,,Cet,B,,0
IC0209,G,32.244625,-7.058917,1.51,1.03,82,13.8,,,Cet,B,,0
IC0210,G,32.367833,-9.680333,2.35,0.65,66,13.82,,,Cet,B,,0
IC0211,G,32.783333,3.8525,1.66,0.76,56,14.07,,,Cet,B,,0
IC0212,G,33.409417,16.593944,0.79,0.54,84,15.75,,,Ari,B,,0
IC0213,G,33.517833,16.455889,1.43,1.01,148,13.2,,,Ari,V,,0
IC0214,G,33.523292,5.17325,0.58,0.45,65,14.16,,,Cet,V,,0
IC0215,G,33.539417,-6.806333,0.84,0.19,78,15.62,,,Cet,B,,0
IC0216,G,33.981333,-2.015111,0.5,0.32,25,15.87,,,Cet,B,,0
IC0217,G,34.0435,-11.926722,2,0.45,35,15.08,,,Cet,B,,0
IC0218,G,34.280208,1.282333,0.91,0.3,75,15.63,,,Cet,B,,0
IC0219,G,34.661792,-6.903333,1.56,1.19,177,14.44,,,Cet,B,,0
IC0220,G,34.798875,-12.781639,0.67,0.32,34,15.08,,,Cet,B,,0
IC0221,G,35.670417,28.256972,1.54,1.19,16,13.81,,,Tri,B,,0
IC0222,G,35.699375,11.638333,0.84,0.65,42,15.14,,,Ari,B,,0
IC0223,G,35.504583,-20.745917,1.15,0.59,143,14.09,,,Cet,B,,0
IC0224,G,36.188083,-12.564472,0.86,0.59,130,15,,,Cet,B,,0
IC0225,G,36.617875,1.160528,1.01,0.9,158,14.83,,,Cet,B,,0
IC0226,G,36.941375,28.208833,0.81,0.72,55,16,,,Tri,B,,0
IC0227,G,37.015042,28.175333,2.01,1.77,80,15.39,,,Tri,B,,0
IC0228,Dup,36.673042,-14.515639,,,,,,,Cet,,,0
IC0229,Other,36.842042,-23.813,,,,,,,Cet,,,0
IC0230,G,37.197042,-10.831361,0.64,0.42,87,15.54,,,Cet,B,,0
IC0231,G,37.484958,1.179083,0.74,0.33,162,15.14,,,Cet,B,,0
IC0232,G,37.798417,1.265639,1.1,0.67,154,14.3,,,Cet,B,,0
IC0233,G,37.919583,2.809917,0.33,0.26,100,15.53,,,Cet,B,,0
IC0234,G,37.907167,-0.14025,0.69,0.35,158,15.22,,,Cet,B,,0
IC0235,G,38.211625,20.64125,0.39,0.3,35,14.35,,,Ari,V,,0
IC0236,G,38.232542,-0.13125,0.74,0.37,23,15.97,,,Cet,B,,0
IC0237,G,38.381542,1.139889,0.54,0.51,11,14.71,,,Cet,B,,0
IC0238,G,38.8445,12.837722,1.38,0.79,35,14.02,,,Ari,B,,0
IC0239,G,39.116167,38.969917,4.25,4.01,75,11.2,,,And,V,,0
IC0240,Other,39.744042,41.719417,,,,,,,Per,,,0
IC0241,G,39.477083,2.328028,0.9,0.59,152,14.48,,,Cet,B,,0
IC0242,**,39.599708,-6.933944,,,,,,,Cet,,,0
IC0243,G,39.634,-6.902139,1.22,0.7,20,15.46,,,Cet,B,,0
IC0244,G,39.853042,2.728806,0.7,0.47,176,15.26,,,Cet,B,,0
IC0245,G,39.727667,-14.305556,1.11,0.29,25,15,,,Cet,B,,0
IC0246,G,40.119167,2.478639,0.69,0.61,48,15.39,,,Cet,B,,0
IC0247,G,40.036583,-11.733778,0.88,0.64,45,14.74,,,Cet,B,,0
IC0248,G,40.357625,17.812222,0.99,0.74,147,14.35,,,Ari,B,,0
IC0249,Dup,40.260375,-6.935917,,,,,,,Cet,,,0
IC0250,G,40.226125,-13.313556,0.91,0.73,178,15.05,,,Cet,B,,0
IC0251,G,40.307708,-14.957833,0.84,0.74,96,15,,,Cet,B,,0
IC0252,G,40.438042,-14.84825,1.01,0.62,26,15.35,,,Cet,B,,0
IC0253,G,40.523958,-15.046833,0.95,0.74,162,14.87,,,Cet,B,,0
IC0254,G,40.52075,-15.106639,0.26,0.25,55,14.91,,,Cet,B,,0
IC0255,G,41.763375,16.288028,0.59,0.4,45,15.68,,,Ari,B,,0
IC0256,G,42.417917,46.954667,0.46,0.29,30,14.31,,,Per,B,,0
IC0257,G,42.439333,46.976194,1.93,1.19,154,12.68,,,Per,V,,0
IC0258,G,42.442083,41.051667,1.48,1.23,170,15.52,,,Per,B,,0
IC0259,G,42.420333,41.055111,0.69,0.53,130,15.38,,,Per,B,,0
IC0260,G,42.753667,46.954778,1.53,0.75,170,15.12,,,Per,B,,0
IC0261,Dup,42.267042,-14.470694,,,,,,,Eri,,,0
IC0262,G,42.930292,42.828278,2.1,1.74,36,14.69,,,Per,B,,0
IC0263,G,42.4165,-0.069861,0.65,0.44,168,14.72,,,Cet,B,,0
IC0264,G,42.198417,-0.109194,0.5,0.37,28,16.88,,,Cet,V,,0
IC0265,G,43.68325,41.655333,0.71,0.63,60,15.49,,,Per,B,,0
IC0266,G,43.770125,42.262333,0.74,0.31,136,15.65,,,Per,B,,0
IC0267,G,43.459375,12.849222,1.86,0.69,170,13.09,,,Ari,V,,0
IC0268,G,43.862292,-14.103,0.97,0.55,68,15.31,,,Eri,B,,0
IC0269,G,43.860375,-14.066806,1.19,0.35,126,15.34,,,Eri,B,,0
IC0270,G,43.934125,-14.207889,1.8,1.43,51,14.14,,,Eri,B,,0
IC0271,G,43.997708,-12.007861,1.06,0.61,131,14.7,,,Eri,B,,0
IC0272,G,44.026833,-14.186639,0.96,0.67,30,14.86,,,Eri,B,,0
IC0273,G,44.294917,2.775056,1.49,0.46,32,14.32,,,Cet,B,,0
IC0274,Other,45.021792,44.213167,,,,,,,Per,,,0
IC0275,GTrpl,45.23875,44.348333,1,,,,,,Per,,,0
IC0275 NED01,G,45.232792,44.346306,0.32,0.23,16,,,,Per,,,0
IC0275 NED02,G,45.232917,44.350361,1.38,1.2,25,14.44,,,Per,B,,0
IC0275 NED03,G,45.244458,44.350167,0.3,0.3,0,16.56,,,Per,B,,0
IC0276,G,44.671083,-15.703111,1.67,0.61,62,13.97,,,Eri,B,,0
IC0277,G,44.960833,2.771361,1,0.89,44,13.12,,,Cet,V,,0
IC0278,G,45.376833,37.766,2.17,2.17,125,14.69,,,Per,B,,0
IC0279,G,45.300875,16.209222,0.54,0.45,166,15.19,,,Ari,B,,0
IC0280,Other,45.765042,42.359306,,,,,,,Per,,,0
IC0281,Dup,46.154708,42.362833,,,,,,,Per,,,0
IC0282,Dup,46.555167,41.848944,,,,,,,Per,,,0
IC0283,G,45.96025,-0.204444,0.71,0.54,5,17.93,,,Cet,V,,0
IC0284,G,46.541292,42.371917,4.29,2.15,14,11.59,,,Per,V,,0
IC0285,G,46.025917,-12.015444,1.45,0.36,117,15.02,,,Eri,B,,0
IC0286,Other,46.19675,-6.484528,,,,,,,Eri,,,0
IC0287,G,46.240917,-12.070444,0.81,0.59,9,15.36,,,Eri,B,,0
IC0288,G,46.887125,42.387556,1.01,0.28,41,14.95,,,Per,B,,0
IC0289,PN,47.58025,61.316778,0.58,,,13.2,,,Cas,V,,0
IC0290,G,47.428083,40.974222,1.24,0.32,129,15.43,,,Per,B,,0
IC0291,G,46.860208,-12.587444,1.19,0.52,91,14.65,,,Eri,B,,0
IC0292,G,47.553833,40.765667,1.19,0.65,73,13.47,,,Per,V,,0
IC0293,G,47.734,41.137111,1.05,0.76,108,15.48,,,Per,B,,0
IC0294,G,47.762958,40.622111,1.49,1.17,106,15.52,,,Per,B,,0
IC0295,Other,47.753083,40.61525,,,,,,,Per,,,0
IC0296,Other,47.769875,40.626861,,,,,,,Per,,,0
IC0297,**,48.326583,42.148778,,,,,,,Per,,,0
IC0298,GPair,47.82875,1.314722,0.8,,,,,,Cet,,,0
IC0298A,G,47.827083,1.315028,0.54,0.34,35,16.12,,,Cet,B,,0
IC0298B,G,47.831375,1.313389,0.43,0.33,5,15.1,,,Cet,B,,0
IC0299,G,47.760625,-13.109583,0.87,0.68,30,15.79,,,Eri,B,,0
IC0300,G,48.56675,42.415333,0.65,0.6,115,16.06,,,Per,B,,0
IC0301,G,48.698792,42.222639,1.26,1.11,177,14.95,,,Per,B,,0
IC0302,G,48.213625,4.707028,1.84,1.2,22,12.89,,,Cet,V,,0
IC0303,G,48.170292,-11.689944,0.59,0.46,47,16.16,,,Eri,B,,0
IC0304,G,48.755708,37.881833,1.06,0.65,29,14.74,,,Per,B,,0
IC0305,G,48.765833,37.86,0.79,0.64,74,15.57,,,Per,B,,0
IC0306,G,48.250875,-11.715694,0.71,0.58,79,15.5,,,Eri,B,,0
IC0307,G,48.438375,-0.241444,1.6,0.6,67,14.5,,,Cet,B,,0
IC0308,G,49.065958,41.18075,1.16,0.93,4,14.22,,,Per,V,,0
IC0309,G,49.026208,40.804556,1.02,0.95,30,14.81,,,Per,B,,0
IC0310,G,49.179083,41.324972,1.5,1.42,25,12.71,,,Per,V,,0
IC0311,G,49.194708,40.003611,1,1,100,15.65,,,Per,B,,0
IC0312,G,49.535875,41.754111,1.19,0.57,125,14.64,,,Per,B,,0
IC0313,G,50.24125,41.893833,1.26,0.87,42,14.79,,,Per,B,,0
IC0314,Dup,49.707542,-1.973333,,,,,,,Eri,,,0
IC0315,G,49.788917,4.038556,0.68,0.33,45,15.49,,,Cet,B,,0
IC0316,GPair,50.332917,41.930556,0.8,,,,,,Per,,,0
IC0316 NED01,G,50.333125,41.928944,0.45,0.17,116,15.24,,,Per,B,,0
IC0316 NED02,G,50.332917,41.931917,1.06,0.79,64,15.03,,,Per,B,,0
IC0317,G,49.731292,-12.740194,0.88,0.71,58,14.87,,,Eri,B,,0
IC0318,G,50.182625,-14.568222,1.08,0.45,134,14.72,,,Eri,B,,0
IC0319,*,50.871042,41.416361,,,,,,,Per,,,0
IC0320,G,51.496583,40.789028,1.12,0.91,99,15.34,,,Per,B,,0
IC0321,G,51.123292,-14.985472,1.03,0.95,25,14.79,,,Eri,B,,0
IC0322,G,51.501958,3.680556,0.76,0.38,6,15.35,,,Tau,B,,0
IC0323,Other,52.389792,41.855083,,,,,,,Per,,,0
IC0324,Dup,51.617875,-21.355306,,,,,,,Eri,,,0
IC0325,G,52.703583,-7.046722,0.83,0.74,80,15.58,,,Eri,B,,0
IC0326,G,52.652542,-14.425556,1.13,0.84,101,15.41,,,Eri,B,,0
IC0327,G,52.791583,-14.692139,0.8,0.47,70,15.21,,,Eri,B,,0
IC0328,G,52.795625,-14.637861,0.67,0.48,16,14.59,,,Eri,B,,0
IC0329,G,53.005708,0.279444,1,0.48,63,15.14,,,Tau,B,,0
IC0330,G,53.033458,0.353389,1.02,0.32,73,14.98,,,Tau,B,,0
IC0331,G,53.0795,0.282556,0.91,0.91,105,14.83,,,Tau,B,,0
IC0332,G,53.155917,1.382556,0.97,0.5,44,15.32,,,Tau,B,,0
IC0333,Other,53.514083,-4.584889,,,,,,,Eri,,,0
IC0334,G,56.321167,76.638306,2.34,1.85,58,11.5,,,Cam,V,,0
IC0335,G,53.879333,-34.447056,2.62,0.8,83,12.99,,,For,B,,0
IC0336,Neb,54.487667,23.363139,,,,,,,Tau,,,0
IC0337,Other,54.267917,-6.721194,,,,,,,Eri,,,0
IC0338,G,54.40875,3.118778,0.84,0.68,176,14.94,,,Tau,B,,0
IC0339,*,54.509292,-18.397778,,,,,,,Eri,,,0
IC0340,G,54.871292,-13.115111,1.61,0.58,90,14.76,,,Eri,B,,0
IC0341,Neb,55.232042,21.960194,134.9,,,,,,Tau,,,0
IC0342,G,56.702083,68.096361,19.77,18.79,0,9.68,,,Cam,B,,0
IC0343,G,55.02975,-18.443472,1.51,0.66,113,13.2,,,Eri,V,,0
IC0344,G,55.373042,-4.665861,0.89,0.47,42,14.92,,,Eri,B,,0
IC0345,G,55.288042,-18.314139,0.88,0.73,37,14.71,,,Eri,B,,0
IC0346,G,55.436083,-18.266972,1.95,1.47,69,12.64,,,Eri,V,,0
